customer_id,signup_date,city,acquisition_channel
CUST000545,2025-02-21,Mumbai,Referral
CUST000546,2025-08-19,Hyderabad,Social
CUST000547,2025-04-17,Hyderabad,Organic
CUST000549,2025-03-08,Mumbai,Social
CUST000554,2025-02-02,Pune,Paid
CUST000558,2025-05-04,Bengaluru,Organic
CUST000559,2025-04-05,Hyderabad,Organic
CUST000561,2025-04-03,Mumbai,Organic
CUST000563,2025-03-09,Mumbai,Paid
CUST000564,2025-03-30,Ahmedabad,Organic
CUST000565,2025-03-11,Delhi,Organic
CUST000566,2025-05-25,Hyderabad,Paid
CUST000567,2025-04-14,Ahmedabad,Referral
CUST000568,2025-09-07,Mumbai,Referral
CUST000569,2025-06-29,Bengaluru,Paid
CUST000570,2025-01-01,Chennai,Paid
CUST000572,2025-05-06,Chennai,Organic
CUST000574,2025-02-12,Mumbai,Organic
CUST000575,2024-12-29,Delhi,Organic
CUST000577,2025-03-22,Bengaluru,Organic
CUST000578,2025-03-31,Ahmedabad,Paid
CUST000579,2025-02-08,Mumbai,Referral
CUST000581,2025-02-28,Chennai,Organic
CUST000584,2025-02-02,Bengaluru,Paid
CUST000585,2025-01-31,Delhi,Organic
CUST000586,2024-12-19,Delhi,Referral
CUST000587,2025-03-05,Delhi,Organic
CUST000588,2025-07-22,Bengaluru,Paid
CUST000589,2025-03-04,Bengaluru,Organic
CUST000590,2025-03-05,Bengaluru,Organic
CUST000593,2024-12-26,Hyderabad,Organic
CUST000596,2025-01-08,Mumbai,Paid
CUST000598,2025-02-03,Pune,Organic
CUST000599,2025-06-09,Chennai,Organic
CUST000600,2025-04-23,Chennai,Referral
CUST000602,2025-04-18,Mumbai,Referral
CUST000603,2025-01-02,Bengaluru,Paid
CUST000604,2025-02-12,Ahmedabad,Referral
CUST000606,2025-01-23,Hyderabad,Organic
CUST000609,2025-04-20,Mumbai,Paid
CUST000610,2025-05-15,Mumbai,Organic
CUST000611,2025-05-02,Bengaluru,Organic
CUST000612,2025-04-10,Delhi,Paid
CUST000613,2025-03-23,Ahmedabad,Referral
CUST000615,2024-12-03,Bengaluru,Organic
CUST000620,2024-12-03,Chennai,Organic
CUST000622,2025-05-12,Bengaluru,Organic
CUST000623,2025-03-10,Bengaluru,Organic
CUST000624,2025-06-06,Delhi,Paid
CUST000626,2025-02-26,Mumbai,Social
CUST000630,2024-12-19,Bengaluru,Organic
CUST000631,2025-01-10,Mumbai,Paid
CUST000635,2024-11-29,Delhi,Paid
CUST000637,2025-01-07,Hyderabad,Organic
CUST000638,2024-12-09,Bengaluru,Organic
CUST000641,2025-02-21,Delhi,Referral
CUST000644,2025-02-25,Kolkata,Organic
CUST000645,2024-12-18,Bengaluru,Organic
CUST000648,2025-02-13,Mumbai,Referral
CUST000651,2025-09-14,Hyderabad,Paid
CUST000652,2025-03-30,Mumbai,Organic
CUST000655,2025-02-19,Chennai,Organic
CUST000656,2025-04-15,Ahmedabad,Paid
CUST000658,2025-02-01,Mumbai,Organic
CUST000660,2025-02-14,Bengaluru,Referral
CUST000665,2024-11-10,Bengaluru,Referral
CUST000666,2025-01-19,Ahmedabad,Organic
CUST000667,2024-11-12,Pune,Organic
CUST000669,2025-08-04,Pune,Paid
CUST000670,2025-04-13,Kolkata,Organic
CUST000672,2024-12-03,Pune,Paid
CUST000674,2024-11-18,Delhi,Paid
CUST000675,2025-01-15,Bengaluru,Organic
CUST000676,2025-07-23,Bengaluru,Social
CUST000678,2025-01-05,Delhi,Social
CUST000681,2025-04-15,Bengaluru,Social
CUST000682,2024-12-20,Mumbai,Social
CUST000684,2025-01-27,Delhi,Referral
CUST000685,2025-01-15,Mumbai,Referral
CUST000686,2025-04-02,Bengaluru,Social
CUST000687,2025-07-11,Ahmedabad,Organic
CUST000692,2024-12-11,Chennai,Organic
CUST000694,2025-06-27,Bengaluru,Organic
CUST000695,2024-12-07,Hyderabad,Referral
CUST000696,2025-05-01,Pune,Organic
CUST000698,2024-12-21,Pune,Organic
CUST000699,2025-03-25,Pune,Organic
CUST000700,2025-07-09,Pune,Referral
CUST000703,2024-12-23,Mumbai,Organic
CUST000704,2025-02-13,Chennai,Organic
CUST000705,2025-01-05,Bengaluru,Organic
CUST000706,2025-03-01,Mumbai,Social
CUST000710,2025-01-19,Mumbai,Organic
CUST000711,2025-04-26,Delhi,Referral
CUST000712,2025-03-04,Hyderabad,Organic
CUST000714,2025-05-10,Kolkata,Organic
CUST000715,2025-01-27,Bengaluru,Referral
CUST000716,2024-12-29,Mumbai,Organic
CUST000718,2025-04-11,Bengaluru,Referral
CUST000719,2025-01-09,Hyderabad,Organic
CUST000720,2025-01-05,Delhi,Social
CUST000721,2025-02-17,Chennai,Organic
CUST000722,2025-06-30,Bengaluru,Social
CUST000724,2025-04-23,Pune,Organic
CUST000727,2024-11-19,Mumbai,Social
CUST000729,2025-01-20,Mumbai,Organic
CUST000733,2025-01-10,Delhi,Organic
CUST000736,2025-01-02,Mumbai,Paid
CUST000739,2025-02-22,Pune,Organic
CUST000741,2025-03-15,Chennai,Organic
CUST000742,2024-12-13,Bengaluru,Organic
CUST000743,2025-02-27,Ahmedabad,Organic
CUST000744,2025-04-17,Kolkata,Social
CUST000745,2025-05-07,Pune,Organic
CUST000747,2025-03-16,Ahmedabad,Paid
CUST000748,2024-12-21,Chennai,Organic
CUST000749,2025-03-12,Chennai,Organic
CUST000750,2025-05-10,Mumbai,Paid
CUST000752,2025-08-06,Mumbai,Paid
CUST000753,2024-12-15,Chennai,Referral
CUST000754,2025-01-17,Chennai,Organic
CUST000756,2025-07-06,Delhi,Paid
CUST000757,2025-08-19,Bengaluru,Organic
CUST000758,2025-07-27,Pune,Paid
CUST000759,2025-06-03,Mumbai,Paid
CUST000762,2024-11-19,Ahmedabad,Social
CUST000763,2025-01-17,Hyderabad,Organic
CUST000765,2025-06-08,Bengaluru,Referral
CUST000767,2025-02-07,Mumbai,Organic
CUST000768,2025-06-06,Ahmedabad,Paid
CUST000770,2025-03-06,Hyderabad,Organic
CUST000771,2025-01-16,Bengaluru,Paid
CUST000772,2025-03-26,Bengaluru,Referral
CUST000774,2025-01-04,Delhi,Organic
CUST000777,2025-03-26,Delhi,Referral
CUST000778,2025-03-19,Hyderabad,Organic
CUST000780,2024-12-27,Pune,Organic
CUST000781,2025-03-24,Delhi,Organic
CUST000783,2025-04-06,Kolkata,Organic
CUST000788,2025-01-23,Bengaluru,Referral
CUST000789,2025-03-11,Kolkata,Organic
CUST000791,2025-03-15,Hyderabad,Organic
CUST000792,2024-12-19,Delhi,Referral
CUST000793,2025-02-28,Mumbai,Organic
CUST000794,2025-03-13,Chennai,Organic
CUST000795,2025-01-09,Mumbai,Organic
CUST000797,2024-12-03,Pune,Paid
CUST000799,2025-01-17,Bengaluru,Organic
CUST000802,2025-04-23,Ahmedabad,Referral
CUST000804,2025-08-01,Bengaluru,Organic
CUST000807,2025-08-31,Bengaluru,Paid
CUST000808,2025-07-18,Mumbai,Paid
CUST000809,2024-12-26,Mumbai,Organic
CUST000812,2025-01-25,Delhi,Paid
CUST000813,2025-07-09,Bengaluru,Paid
CUST000814,2025-01-05,Bengaluru,Organic
CUST000816,2024-12-15,Hyderabad,Referral
CUST000817,2025-01-19,Mumbai,Referral
CUST000820,2025-05-21,Bengaluru,Social
CUST000822,2025-09-02,Kolkata,Referral
CUST000826,2024-12-12,Ahmedabad,Paid
CUST000830,2025-01-01,Mumbai,Organic
CUST000835,2025-02-24,Bengaluru,Paid
CUST000836,2025-05-11,Bengaluru,Organic
CUST000837,2025-01-22,Mumbai,Social
CUST000841,2025-07-03,Hyderabad,Social
CUST000842,2025-02-27,Bengaluru,Organic
CUST000844,2025-01-17,Mumbai,Organic
CUST000845,2024-12-16,Ahmedabad,Organic
CUST000847,2025-02-05,Chennai,Organic
CUST000850,2024-12-21,Mumbai,Organic
CUST000852,2025-03-08,Pune,Organic
CUST000856,2025-03-24,Hyderabad,Organic
CUST000857,2025-05-30,Kolkata,Social
CUST000858,2025-07-07,Chennai,Organic
CUST000862,2025-04-27,Bengaluru,Organic
CUST000864,2025-01-30,Bengaluru,Referral
CUST000865,2025-03-24,Mumbai,Organic
CUST000866,2024-12-30,Delhi,Organic
CUST000867,2025-02-23,Delhi,Organic
CUST000870,2025-05-16,Delhi,Organic
CUST000871,2024-12-28,Hyderabad,Social
CUST000872,2025-01-18,Bengaluru,Paid
CUST000874,2025-03-12,Mumbai,Paid
CUST000879,2024-12-26,Hyderabad,Organic
CUST000880,2025-01-24,Bengaluru,Paid
CUST000881,2025-07-06,Mumbai,Social
CUST000882,2025-07-01,Bengaluru,Referral
CUST000884,2025-01-13,Delhi,Referral
CUST000888,2025-08-21,Bengaluru,Social
CUST000889,2025-07-02,Bengaluru,Paid
CUST000892,2025-01-02,Bengaluru,Social
CUST000893,2025-01-23,Delhi,Social
CUST000894,2024-12-25,Hyderabad,Organic
CUST000896,2025-05-05,Bengaluru,Organic
CUST000897,2025-05-06,Delhi,Social
CUST000900,2025-01-15,Delhi,Organic
CUST000901,2024-12-17,Mumbai,Referral
CUST000905,2024-12-19,Pune,Organic
CUST000906,2024-12-19,Ahmedabad,Organic
CUST000907,2025-01-17,Mumbai,Referral
CUST000908,2024-12-27,Chennai,Referral
CUST000909,2025-01-13,Kolkata,Organic
CUST000910,2024-12-25,Chennai,Organic
CUST000911,2025-02-07,Bengaluru,Organic
CUST000912,2025-02-01,Mumbai,Paid
CUST000914,2025-08-07,Mumbai,Social
CUST000915,2025-01-26,Ahmedabad,Referral
CUST000917,2025-04-02,Bengaluru,Organic
CUST000920,2025-03-11,Pune,Organic
CUST000921,2025-03-20,Ahmedabad,Referral
CUST000922,2025-01-01,Mumbai,Organic
CUST000923,2024-12-28,Pune,Organic
CUST000924,2025-02-24,Chennai,Referral
CUST000926,2025-01-28,Delhi,Referral
CUST000927,2025-01-20,Ahmedabad,Social
CUST000929,2025-03-27,Ahmedabad,Social
CUST000930,2024-12-31,Bengaluru,Social
CUST000931,2024-12-08,Bengaluru,Organic
CUST000935,2024-12-08,Pune,Social
CUST000936,2025-03-31,Chennai,Referral
CUST000937,2025-01-14,Kolkata,Social
CUST000945,2025-08-17,Pune,Social
CUST000946,2025-01-11,Bengaluru,Paid
CUST000949,2025-04-19,Bengaluru,Organic
CUST000950,2024-11-23,Mumbai,Organic
CUST000951,2025-04-08,Ahmedabad,Organic
CUST000953,2025-02-17,Kolkata,Referral
CUST000954,2025-01-01,Bengaluru,Paid
CUST000958,2024-11-28,Delhi,Organic
CUST000960,2025-09-07,Bengaluru,Paid
CUST000961,2025-03-25,Bengaluru,Organic
CUST000962,2025-05-02,Pune,Organic
CUST000963,2025-03-30,Pune,Organic
CUST000964,2025-01-16,Ahmedabad,Organic
CUST000967,2025-03-21,Bengaluru,Referral
CUST000968,2025-07-14,Delhi,Paid
CUST000974,2025-01-11,Chennai,Organic
CUST000975,2025-05-20,Chennai,Paid
CUST000976,2025-07-20,Bengaluru,Paid
CUST000979,2025-03-31,Bengaluru,Social
CUST000980,2024-12-10,Bengaluru,Organic
CUST000981,2025-01-18,Bengaluru,Referral
CUST000982,2025-05-23,Ahmedabad,Organic
CUST000984,2025-04-16,Bengaluru,Organic
CUST000986,2025-02-01,Hyderabad,Organic
CUST000990,2025-02-18,Kolkata,Organic
CUST000991,2025-03-17,Bengaluru,Referral
CUST000992,2025-02-02,Mumbai,Organic
CUST000993,2025-04-11,Hyderabad,Referral
CUST000994,2025-02-07,Kolkata,Referral
CUST000998,2024-12-01,Mumbai,Paid
CUST001000,2025-05-08,Mumbai,Paid
CUST001005,2025-05-23,Bengaluru,Organic
CUST001006,2025-03-28,Bengaluru,Organic
CUST001007,2025-06-16,Chennai,Paid
CUST001008,2025-07-10,Mumbai,Social
CUST001015,2024-12-18,Hyderabad,Organic
CUST001016,2025-01-11,Chennai,Social
CUST001017,2025-03-11,Chennai,Organic
CUST001019,2025-02-25,Mumbai,Paid
CUST001020,2025-02-03,Ahmedabad,Social
CUST001021,2025-01-16,Delhi,Referral
CUST001022,2024-12-24,Kolkata,Paid
CUST001024,2025-02-11,Pune,Organic
CUST001025,2025-07-23,Pune,Social
CUST001026,2025-04-27,Mumbai,Paid
CUST001029,2024-12-11,Bengaluru,Organic
CUST001031,2025-05-16,Delhi,Social
CUST001033,2025-08-18,Bengaluru,Paid
CUST001035,2025-02-15,Mumbai,Paid
CUST001036,2025-06-18,Bengaluru,Social
CUST001039,2025-01-24,Pune,Paid
CUST001046,2025-04-14,Delhi,Organic
CUST001047,2024-12-01,Delhi,Organic
CUST001048,2025-03-03,Kolkata,Organic
CUST001049,2024-12-30,Bengaluru,Organic
CUST001051,2025-03-11,Pune,Referral
CUST001058,2025-01-01,Bengaluru,Referral
CUST001061,2024-12-13,Kolkata,Organic
CUST001062,2025-07-22,Bengaluru,Referral
CUST001063,2025-01-17,Bengaluru,Organic
CUST001066,2025-05-17,Mumbai,Organic
CUST001067,2025-04-15,Chennai,Referral
CUST001069,2025-07-19,Delhi,Social
CUST001079,2024-12-23,Pune,Paid
CUST001080,2025-06-16,Hyderabad,Social
CUST001084,2025-05-15,Hyderabad,Organic
CUST001085,2025-05-13,Bengaluru,Organic
CUST001086,2024-12-06,Bengaluru,Paid
CUST001089,2025-01-04,Delhi,Social
CUST001092,2025-05-15,Hyderabad,Social
CUST001094,2025-01-12,Pune,Paid
CUST001098,2025-07-20,Delhi,Paid
CUST001099,2025-03-10,Bengaluru,Paid
CUST001100,2025-04-12,Bengaluru,Paid
CUST001102,2025-07-20,Delhi,Social
CUST001103,2025-07-20,Ahmedabad,Organic
CUST001104,2025-04-18,Bengaluru,Organic
CUST001106,2025-06-05,Pune,Paid
CUST001107,2025-02-23,Bengaluru,Referral
CUST001108,2025-08-08,Bengaluru,Organic
CUST001109,2025-01-23,Delhi,Organic
CUST001110,2025-01-18,Chennai,Organic
CUST001113,2025-02-23,Chennai,Referral
CUST001114,2024-12-12,Bengaluru,Referral
CUST001115,2025-02-23,Ahmedabad,Social
CUST001118,2025-04-02,Bengaluru,Organic
CUST001120,2024-11-17,Bengaluru,Organic
CUST001122,2024-12-17,Bengaluru,Organic
CUST001123,2025-09-01,Pune,Organic
CUST001124,2025-04-22,Chennai,Organic
CUST001126,2024-12-20,Bengaluru,Organic
CUST001127,2025-02-25,Bengaluru,Organic
CUST001128,2024-12-20,Bengaluru,Social
CUST001130,2025-03-03,Mumbai,Social
CUST001132,2025-02-04,Kolkata,Organic
CUST001134,2025-07-03,Bengaluru,Paid
CUST001135,2025-01-06,Chennai,Paid
CUST001136,2025-01-04,Delhi,Organic
CUST001139,2025-05-23,Pune,Organic
CUST001141,2025-04-26,Bengaluru,Organic
CUST001143,2025-08-08,Bengaluru,Organic
CUST001147,2025-03-17,Bengaluru,Organic
CUST001149,2025-04-20,Bengaluru,Organic
